Document identifier,topic-00,topic-01,topic-02,topic-03,topic-04,topic-05,topic-06,topic-07,topic-08,topic-09,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29
Berg2-0003,0.0008364048,0.0006731822,0.0002216756,7.80425536760936E-005,0.0007567271,0.9808377202,0.000385246,0.0013876394,0.0002638687,0.0003008922,0.000221598,0.000561207,0.0004921106,0.0008472431,0.0003070163,0.0004151167,0.0003072181,0.0003402287,0.0024633034,0.0009088214,0.0003331314,0.0028103942,0.0006885731,0.0005948419,0.0003374698,0.0003628064,0.0007305192,0.0009010932,0.0003386665,0.0002972425
Berg2-0004,0.0036221752,0.0029153154,0.0009599992,0.0003379749,0.0032771191,0.9170149,0.001668365,0.0060093787,0.0011427226,0.0013030585,0.000959663,0.0024303902,0.0021311582,0.003669112,0.0013295795,0.0017977247,0.0013304536,0.0014734107,0.0106677013,0.0039357862,0.0014426752,0.0121708296,0.002981968,0.0025760512,0.0014614629,0.0015711868,0.0031636219,0.003902318,0.0014666455,0.0012872528
Bodmer(Indian)-0001,0.0011194615,0.0009010009,0.0002966952,0.0001044538,0.0010128192,0.0013933677,0.0005156212,0.0018572453,0.0003531673,0.0004027204,0.0002965913,0.000751131,0.000658651,0.0011339676,0.0004109169,0.0005556008,0.0004111871,0.0004553691,0.0032969362,0.9741758262,0.00044587,0.0037614897,0.0009216004,0.0007961487,0.0004516765,0.0004855875,0.000977742,0.0012060418,0.0004532782,0.0003978355
Bodmer(violet)-0001,0.0020937366,0.0016851484,0.0005549112,0.0001953606,0.0018942828,0.0817248464,0.0009643699,0.0034736189,0.0006605313,0.0007532108,0.0005547168,0.0014048456,0.1330965813,0.0021208677,0.0007685408,0.0010391441,0.0007690461,0.00085168,0.0061662829,0.6879714628,0.0008339138,0.0597810213,0.0017236758,0.0014890425,0.0008447737,0.0009081978,0.0018286777,0.0022556684,0.0008477694,0.0007440745
Brotherton-0001,0.0008928438,0.090689493,0.0002366339,8.33087219374459E-005,0.0008077896,0.7771101917,0.0004112417,0.0014812748,0.1127452813,0.0003211959,0.000236551,0.0005990762,0.0005253174,0.0009044135,0.0003277332,0.000443128,0.0003279486,0.0003631867,0.0026295226,0.000970147,0.0003556105,0.0030000344,0.0007350367,0.0006349807,0.0003602416,0.0003872879,0.0007798133,0.0009618973,0.0003615191,0.0003172999
Brotherton-0002,0.0011863772,0.0009548582,0.0003144302,0.0001106975,0.0010733604,0.9728197487,0.0005464424,0.0019682621,0.0003742779,0.000426793,0.0003143201,0.0007960298,0.0006980219,0.0012017505,0.0004354795,0.0005888118,0.0004357658,0.0004825887,0.0034940104,0.0012890948,0.0004725219,0.0039863326,0.0009766891,0.0008437384,0.0004786754,0.0005146135,0.0010361865,0.0012781329,0.0004803729,0.0004216161
Brotherton-0003,0.0012229274,0.0009842757,0.0003241172,0.0001141079,0.0011064288,0.9719823724,0.0005632774,0.0020289008,0.0003858087,0.0004399417,0.0003240037,0.0008205541,0.0007195267,0.0012387744,0.0004488958,0.0006069521,0.0004491909,0.0004974565,0.0036016548,0.0013288095,0.0004870794,0.0041091446,0.0010067792,0.0008697326,0.0004934226,0.0005304678,0.0010681096,0.0013175099,0.0004951723,0.0004346054
Brotherton-0004,0.0009460415,0.0007614235,0.0002507331,8.82724404738851E-005,0.0008559195,0.9664094678,0.0004357444,0.0015695324,0.0002984568,0.0003403335,0.0002506452,0.0006347705,0.0005566169,0.0009583004,0.0003472602,0.0004695306,0.0003474885,0.0003848261,0.0027861953,0.0010279505,0.0003767986,0.0031787831,0.0126952757,0.0006728143,0.0003817056,0.0004103633,0.0008262763,0.0010192093,0.0003830592,0.0003362053
Brotherton-0005,0.2765129332,0.0208944601,0.0004132345,0.0001454823,0.0014106455,0.3554526437,0.0007181526,0.0025867547,0.0004918883,0.0005609054,0.0004130897,0.0206857227,0.0009173633,0.0212189341,0.0005723214,0.0007738359,0.0005726977,0.000634234,0.0045919433,0.1195314952,0.0006210038,0.162355402,0.0012835969,0.0011088688,0.000629091,0.000676322,0.0013617903,0.0016797642,0.0006313218,0.0005541017
Brotherton-0006,0.2517879207,0.0011426959,0.0003762842,0.0001324737,0.0012845095,0.4488531443,0.0006539374,0.0023554543,0.000447905,0.0005107508,0.0003761524,0.0009526231,0.0008353352,0.0014381563,0.000521146,0.0007046416,0.0005214886,0.0005775225,0.0220647847,0.0015426827,0.0005654753,0.2551386773,0.0011688212,0.0010097169,0.0005728394,0.0006158472,0.0012400228,0.0015295644,0.0005748708,0.0005045555
Brotherton-0007,0.0018939414,0.0015243428,0.0005019587,0.0001767183,0.0017135205,0.3124892123,0.0008723448,0.1939925281,0.0005975,0.0006813355,0.0005017829,0.001270788,0.0011143273,0.0019184835,0.0006952026,0.0009399836,0.0006956597,0.0007704082,0.1487156491,0.0020579205,0.0007543374,0.0779327035,0.0015591937,0.1444847353,0.000764161,0.0008215328,0.0016541758,0.0020404208,0.0961920608,0.0006730711
Brotherton-0008,0.0012821801,0.0010319653,0.0003398212,0.0001196366,0.0011600368,0.0500473486,0.000590569,0.002127204,0.0004045017,0.0004612575,0.0003397022,0.2754185216,0.1461087355,0.0012987948,0.0004706455,0.0006363598,0.0004709549,0.0005215589,0.2460334047,0.0013931923,0.0005106791,0.262715966,0.0010555591,0.0009118724,0.0005173296,0.0005561698,0.001119861,0.0013813452,0.0005191642,0.0004556626
CUL-0001,0.0011519484,0.0009271481,0.0003053054,0.000107485,0.0300623522,0.0014338034,0.0005305846,0.0889715655,0.0003634163,0.0004144074,0.0003051984,0.0297930698,0.0006777652,0.0011668755,0.0004228418,0.0005717244,0.0004231198,0.0004685839,0.2500638113,0.4365537985,0.0004588092,0.1199512122,0.0009483454,0.000819253,0.0004647842,0.0004996793,0.0010061162,0.0302611822,0.0004664324,0.0004093807
CUL-0002,0.0011689093,0.0009407992,0.0297572257,0.0001090676,0.0305049817,0.0309023394,0.0299858219,0.0461104196,0.0298161922,0.000420509,0.0003096921,0.2510874227,0.0006877444,0.0011840563,0.0004290676,0.0005801423,0.0004293497,0.0004754832,0.0034425656,0.0454412522,0.0004655646,0.4750864407,0.0009623086,0.0008313155,0.0004716276,0.0005070365,0.0157446425,0.001259314,0.0004733,0.0004154083
CUL-0003,0.0010887566,0.0008762881,0.0002885574,0.0001015888,0.2478388431,0.0013551501,0.0005014786,0.0018063044,0.0003434806,0.0003916745,0.0002884564,0.0007305288,0.1514956877,0.001102865,0.0003996462,0.0005403617,0.0003999089,0.0004428791,0.2912026115,0.193180425,0.0004336406,0.0996570203,0.0008963226,0.0007743118,0.0004392878,0.0004722687,0.0009509243,0.0011729622,0.0004408456,0.0003869236
Dep-c517-0001,0.0013474668,0.0859487202,0.0003571244,0.0001257283,0.0012191042,0.0016771606,0.0006206399,0.2228824607,0.0004250984,0.0004847441,0.0003569993,0.0009041169,0.0007928012,0.0013649275,0.00049461,0.0006687623,0.0004949352,0.0005481159,0.4961808472,0.0014641316,0.0005366822,0.0045276077,0.0011093066,0.0009583036,0.1363264052,0.0005844891,0.0351225662,0.0014516812,0.0005455992,0.0004788643
EFG#2-0001,0.000559406,0.0004502391,0.1974457746,5.21965792996567E-005,0.0005061157,0.0218352988,0.000257661,0.0009280838,0.0001764812,0.0002012434,0.0001482096,0.0708387451,0.0214681537,0.1767251487,0.0002053392,0.0002776392,0.0002054742,0.2468494438,0.0086938513,0.0006078398,0.0002228056,0.2414552052,0.0004605328,0.0003978434,0.0002257072,0.0002426529,0.0004885873,0.0076490107,0.0002265076,0.0001988023
Edinburgh-0001,0.0004699898,0.0062983167,0.0001245632,4.38534155382967E-005,0.0477855725,0.0005849854,0.1067772748,0.0007797378,0.0001482722,0.0001690764,0.0001245196,0.0003153516,0.0002765252,0.0537564793,0.023852695,0.000233261,0.000172631,0.0416314907,0.0013841713,0.06563117,0.0001871921,0.6409439991,0.0003869207,0.0003342516,0.0001896299,0.000203867,0.0004104909,0.0064263837,0.0001903024,0.0001670255
Eton-0001,0.0015591759,0.0012549061,0.0004132345,0.0001454823,0.0014106455,0.1001384405,0.0007181526,0.0025867547,0.0004918883,0.0005609054,0.0004130897,0.0010461686,0.0009173633,0.00157938,0.0005723214,0.0007738359,0.0005726977,0.000634234,0.0045919433,0.6497994556,0.0006210038,0.2212740643,0.0012835969,0.0011088688,0.000629091,0.000676322,0.0013617903,0.0016797642,0.0006313218,0.0005541017
Eton-0002,0.003319288,0.002671536,0.0008797239,0.0003097133,0.0030030856,0.0041314407,0.0015288559,0.005506873,0.0010471679,0.0011940965,0.0008794157,0.0022271604,0.0019529502,0.0033623,0.0012183998,0.0016473985,0.0012192008,0.0013502038,0.0097756655,0.6307585114,0.0013220383,0.303823959,0.0027326151,0.0023606412,0.001339255,0.0014398038,0.0028990791,0.0035760052,0.0013440042,0.0011796124
Euripides-0001,0.0013474668,0.0010845115,0.0003571244,0.0001257283,0.0351647877,0.0016771606,0.0006206399,0.0022355181,0.0004250984,0.0004847441,0.0003569993,0.0009041169,0.0007928012,0.0013649275,0.00049461,0.0006687623,0.0004949352,0.0005481159,0.0039684367,0.9179975856,0.0005366822,0.0045276077,0.0011093066,0.0179311453,0.0005436713,0.0005844891,0.0011768827,0.0014516812,0.0005455992,0.0004788643
Euripides-0002,0.0034641235,0.0027881071,0.2190905383,0.0003232275,0.0031341237,0.004311714,0.0015955667,0.180285105,0.0010928605,0.0012462003,0.0009177886,0.0023243414,0.0020381662,0.1344124691,0.001271564,0.0017192819,0.0012724,0.0014091192,0.0974711928,0.0037640502,0.0013797248,0.0116397618,0.3082932508,0.0024636465,0.0013976927,0.0015026289,0.0030255789,0.0037320424,0.0014026491,0.0012310842
Gardner-0001,0.0677996357,0.0008528947,0.0002808541,9.88767764687346E-005,0.4013984096,0.0680589175,0.0004880912,0.0017580833,0.000334311,0.0003812184,0.0002807557,0.0407549933,0.0006234844,0.1212053229,0.0003889773,0.0005259362,0.0137372219,0.000431056,0.0565128619,0.0011514402,0.0004220641,0.0436046231,0.0008723944,0.0407976074,0.0004275606,0.0271556388,0.0810134718,0.0278376266,0.0004290768,0.0003765943
Glasgow-0001,0.0017674472,0.0014225336,0.0004684334,0.0001649155,0.0015990764,0.0244628624,0.0008140818,0.0029322876,0.0005575936,0.0006358299,0.0004682694,0.7358636582,0.0010399026,0.0017903501,0.0006487708,0.0008772031,0.0006491974,0.0007189535,0.0942571727,0.0241834362,0.0007039561,0.072727665,0.0237180189,0.001256989,0.0007131236,0.0007666636,0.0015436952,0.0019041434,0.0007156524,0.0006281174
Glasgow-0002,0.0027453673,0.0022096147,0.0007276154,0.0002561624,0.0024838378,0.0034170949,0.0012645094,0.0045547084,0.0008661075,0.0009876315,0.0007273606,0.0018420737,0.0016152758,0.0027809423,0.0010077326,0.0013625555,0.1047512543,0.0011167471,0.0080854063,0.452535453,0.0010934516,0.3896151608,0.002260133,0.0019524751,0.0011076915,0.0011908549,0.0023978145,0.0029576969,0.0011116195,0.0009756518
HM12338-0001,0.0008544079,0.000687672,0.0002264471,7.972237556491E-005,0.0007730152,0.0010634617,0.0003935382,0.0121797252,0.0002695483,0.021831804,0.0002263678,0.0005732866,0.000502703,0.0008654795,0.0003136246,0.0004240519,0.021838266,0.0003475519,0.1639495885,0.0977883417,0.4093045706,0.2288774559,0.0007033942,0.0006076455,0.0003447336,0.0326572683,0.0007462432,0.0009204887,0.0003459561,0.0003036405
HM12338-0002,0.1316844243,0.000597627,0.0001967957,6.92833767028616E-005,0.0006717951,0.00092421,0.0003420075,0.1508797755,0.0282932305,0.0002671213,0.0001967267,0.0004982194,0.0004368781,0.000752152,0.000272558,0.0003685257,0.0002727372,0.0190080277,0.0021868323,0.000806819,0.4866513489,0.0305539444,0.0941412148,0.0192340642,0.0002995935,0.0003220865,0.028707506,0.0007999582,0.0003006559,0.0002638812
HM12338-0003,0.1354860235,0.0006148799,0.000202477,7.12835193554873E-005,0.0103141933,0.000950891,0.000351881,0.0397594765,0.0002410158,0.0002748329,0.0098254101,0.0005126025,0.0004494904,0.0007738659,0.0002804265,0.0003791647,0.0483956313,0.0003107625,0.2043330499,0.0008301111,0.5391925091,0.0025669943,0.0006289378,0.0005433244,0.0003082425,0.0003313848,0.0006672511,0.0008230522,0.0003093356,0.0002714992
HM12338-0004,0.0007789581,0.0006269461,0.0002064503,7.26823647421956E-005,0.0007047529,0.000969551,0.0003587862,0.0012923323,0.0002457454,0.0002802261,0.000206378,0.0005226616,0.000458311,0.000789052,0.0002859295,0.0003866053,0.0002861175,0.0493760753,0.0022941165,0.0008464009,0.7656339973,0.1694186975,0.0006412799,0.0005539864,0.0003142914,0.0003378878,0.000680345,0.0008392035,0.0003154059,0.000276827
HM12338-0005,0.3476040964,0.0006331585,0.000208496,7.34025793190098E-005,0.0007117363,0.0009791584,0.0003623414,0.0013051381,0.0002481805,0.0002830029,0.0200265613,0.0401641173,0.0004628525,0.0007968707,0.0002887628,0.0003904362,0.0002889526,0.0003200006,0.071680333,0.000854788,0.2183128462,0.2602791013,0.0303748418,0.0005594759,0.0003174057,0.0003412359,0.0006870866,0.0008475192,0.0003185313,0.0002795701
HM12338-0006,0.2180402957,0.0007706064,0.0002537569,0.000089337,0.0008662421,0.0011917169,0.0004409995,0.2548517802,0.0003020563,0.0003444379,0.0002536681,0.0488830581,0.0005633298,0.0009698577,0.0003514482,0.0004751932,0.0003516793,0.0003894672,0.0148799554,0.0251606639,0.0003813429,0.4253226514,0.0007882247,0.0006809285,0.000386309,0.0004153124,0.0008362413,0.0010315011,0.0003876789,0.00034026
HM12338-0007,0.0331410607,0.000687672,0.0002264471,7.972237556491E-005,0.0222974504,0.0010634617,0.0003935382,0.0229419428,0.0002695483,0.0003073688,0.0002263678,0.151244333,0.000502703,0.0008654795,0.0003136246,0.0004240519,0.0003138308,0.0003475519,0.0132785422,0.0009283833,0.0003403019,0.4871706782,0.2482343989,0.0006076455,0.0003447336,0.0003706156,0.0115084608,0.0009204887,0.0003459561,0.0003036405
HM12338-0008,0.4057618298,0.0007186073,0.0002366339,8.33087219374459E-005,0.0008077896,0.0348503842,0.0004112417,0.0014812748,0.0002816741,0.0003211959,0.000236551,0.1805408477,0.0005253174,0.0346434956,0.0003277332,0.000443128,0.1127915558,0.0565949903,0.025122244,0.000970147,0.0003556105,0.0704781988,0.0007350367,0.0456204236,0.0003602416,0.0003872879,0.0007798133,0.0234546188,0.0003615191,0.0003172999
HM12338-0009,0.1768566285,0.0007027994,0.0002314284,8.14761026562278E-005,0.0007900199,0.0010868557,0.0004021952,0.0014486898,0.0002754778,0.0003141302,0.0222292755,0.0005858978,0.0005137615,0.0008845183,0.0113194878,0.0004333801,0.0003207344,0.473310653,0.068565463,0.0009488058,0.0003477878,0.2339122857,0.0007188674,0.0006210125,0.000352317,0.0003787683,0.000762659,0.0009407376,0.0003535664,0.0003103199
HM12338-0010,0.0009574509,0.0007706064,0.0002537569,0.000089337,0.0008662421,0.0011917169,0.0004409995,0.0136486193,0.0003020563,0.0003444379,0.0002536681,0.0006424259,0.0005633298,0.0009698577,0.0003514482,0.0004751932,0.0003516793,0.4466153149,0.2922635904,0.0010403478,0.0003813429,0.2323601227,0.0007882247,0.0006809285,0.000386309,0.0004153124,0.0008362413,0.0010315011,0.0003876789,0.00034026
HM12338-0011,0.0007222641,0.0005813158,0.0001914245,6.73924144738456E-005,0.1462169754,0.0008989854,0.0003326731,0.0011982741,0.0002278596,0.0275529899,0.0001913574,0.0004846214,0.1732816292,0.0007316234,0.000265119,0.0003584675,0.0002652933,0.0002937991,0.3387427766,0.0007847984,0.245926103,0.0570131899,0.0005946064,0.0005136663,0.0002914167,0.0003132957,0.0006308283,0.0007781248,0.0002924501,0.0002566791
HM12338-0012,0.0009133884,0.0007351426,0.0002420789,8.52256794039761E-005,0.0008263771,0.0011368734,0.0004207045,0.0015153593,0.0002881555,0.0003285867,0.0002419941,0.0006128611,0.0005374051,0.0009252243,0.1153867013,0.0004533245,0.0003354948,0.5296081075,0.0026900286,0.1505593254,0.0003637932,0.1526359211,0.0007519501,0.0006495918,0.0003685309,0.0003961995,0.000797757,0.0009840308,0.0233801231,0.0118297437
HM12338-0013,0.0019402281,0.0015615967,0.0005142262,0.0001810372,0.0017553978,0.0024149568,0.0008936643,0.0032189402,0.0006121025,0.0006979869,0.0005140461,0.1479378216,0.0011415607,0.0019653699,0.0007121929,0.0009629562,0.0007126611,0.3673791776,0.0545928422,0.2709408381,0.0007727729,0.0798373265,0.0015972993,0.0013798689,0.0007828366,0.0008416105,0.0016946027,0.0509689461,0.0007856127,0.0006895205
HM2111-0001,0.0100269082,0.0080701783,0.0026574706,0.0009355823,0.0090717235,0.0124802596,0.0046183692,0.1429352206,0.0031632856,0.0036071276,0.0026565398,0.0067278079,0.0058994737,0.0101568387,0.0036805431,0.0049764628,0.0036829628,0.0040786967,0.0295303387,0.3897952082,0.0039936146,0.1599913538,0.0082546861,0.0071310269,0.1303456767,0.0043493606,0.0087575405,0.0108023996,0.0040599691,0.0035633741
HM2111-0002,0.0413993459,0.0333203511,0.0109722301,0.0038628553,0.037455556,0.051528804,0.0190684366,0.0686836866,0.0130606515,0.0148931976,0.0109683872,0.0277779394,0.0243578927,0.0419358062,0.0151963171,0.0205469425,0.0152063076,0.0168402237,0.121925591,0.0449837361,0.0164889343,0.1391054701,0.0340821518,0.0294427599,0.0167036671,0.0179577473,0.0361583494,0.0446012142,0.0167629005,0.0147125468
HM2111-0003,0.0049875179,0.0040142143,0.0013218613,0.0004653711,0.3186290568,0.0062078477,0.0022972385,0.0082745539,0.0015734604,0.0017942334,0.0013213984,0.0661698335,0.1914044732,0.0050521471,0.0018307512,0.002475359,0.0018319548,0.0020287982,0.328805445,0.0054193414,0.0019864772,0.0167585021,0.004105991,0.0035470679,0.0020123467,0.00216343,0.0043561175,0.0053732577,0.0020194828,0.0017724698
HM2111-0004,0.0053218546,0.0042833059,0.0014104719,0.0004965671,0.0048148833,0.0066239887,0.0024512331,0.0088292359,0.0016789369,0.0019145093,0.0014099779,0.0035708331,0.0031311887,0.0053908161,0.0019534751,0.0026412939,0.068989433,0.002164798,0.4178814843,0.1398519725,0.00211964,0.0178819028,0.0043812348,0.0037848445,0.2032512647,0.0023084548,0.0046481284,0.0057334523,0.0021548582,0.0689259604
HM2111-0005,0.0028437054,0.0022887623,0.0007536783,0.0002653381,0.0025728079,0.3259161638,0.0013098037,0.0047178564,0.0008971312,0.0010230081,0.0007534144,0.0019080561,0.0016731344,0.0028805546,0.0010438293,0.0014113617,0.0368641455,0.0011567486,0.3307516924,0.0030899158,0.0011326186,0.009555102,0.0023410901,0.002022412,0.2518847784,0.0012335108,0.0024837033,0.0030636405,0.0011514373,0.0010105993
HM2111-0006,0.002210322,0.0017789824,0.0005858103,0.0002062389,0.001999762,0.0027511365,0.0010180689,0.0036670402,0.0006973116,0.0007951518,0.0005856051,0.0014830715,0.0013004743,0.0022389638,0.0286527982,0.0010970067,0.0008118688,0.000899104,0.0065096395,0.8098041151,0.0008803486,0.1187927291,0.0018196551,0.0015719567,0.0008918132,0.0009587689,0.0019305038,0.0023812706,0.0008949757,0.0007855068
HM2111-0007,0.0017674472,0.0014225336,0.0004684334,0.0001649155,0.0015990764,0.1357776722,0.0008140818,0.0029322876,0.0005575936,0.0006358299,0.0004682694,0.0011859134,0.0010399026,0.0017903501,0.0229117328,0.0008772031,0.0006491974,0.0007189535,0.0052053248,0.4471797135,0.0007039561,0.3621461705,0.0014550569,0.001256989,0.0007131236,0.0007666636,0.0015436952,0.0019041434,0.0007156524,0.0006281174
HM2111-0008,0.0134157207,0.0107976711,0.0035556208,0.0012517828,0.0121377105,0.0166982358,0.0061792479,0.1912432984,0.004232387,0.0048262352,0.0035543755,0.1779875316,0.0078933297,0.013589564,0.004924463,0.0066583671,0.0049277005,0.0054571813,0.3774825894,0.0145772651,0.0053433438,0.04507801,0.0110445375,0.0095411131,0.0054129293,0.0058193219,0.0117173425,0.0144533064,0.0054321243,0.0047676941
HM2111-0009,0.0034641235,0.0027881071,0.0009181102,0.0003232275,0.0031341237,0.004311714,0.3943059373,0.0057471626,0.0010928605,0.0012462003,0.0009177886,0.0023243414,0.0020381662,0.0035090122,0.001271564,0.0017192819,0.0012724,0.0014091192,0.0102022216,0.0037640502,0.0013797248,0.5352535893,0.0028518514,0.0024636465,0.0013976927,0.0015026289,0.0030255789,0.0037320424,0.0014026491,0.0012310842
HM2111-0010,0.0036221752,0.0029153154,0.0009599992,0.0003379749,0.0032771191,0.0045084373,0.001668365,0.0060093787,0.0011427226,0.0013030585,0.000959663,0.1393063596,0.0021311582,0.003669112,0.1382055489,0.0017977247,0.0013304536,0.0014734107,0.3756702863,0.0039357862,0.0014426752,0.2859227684,0.002981968,0.0025760512,0.0014614629,0.0015711868,0.0031636219,0.003902318,0.0014666455,0.0012872528
HM2111-0011,0.0019888339,0.0016007171,0.0005271084,0.0001855724,0.0017993733,0.0024754553,0.000916052,0.0032995797,0.0006274366,0.0007154725,0.0005269238,0.0013344584,0.0011701586,0.0020146055,0.0007300345,0.0009870797,0.0007305144,0.0008090081,0.0058573327,0.7036050742,0.0258437052,0.2321468154,0.0016373142,0.0014144368,0.0008024479,0.0008626942,0.0017370552,0.0021426523,0.0008052935,0.000706794
HM2111-0012,0.0053218546,0.0042833059,0.0014104719,0.0004965671,0.0048148833,0.2747626833,0.0024512331,0.0088292359,0.0016789369,0.0019145093,0.0684446515,0.0035708331,0.0031311887,0.0053908161,0.0019534751,0.0026412939,0.0019547593,0.002164798,0.0156734424,0.0057826252,0.00211964,0.5541592921,0.0043812348,0.0037848445,0.0021472438,0.0023084548,0.0046481284,0.0057334523,0.0021548582,0.0018912868
HM2111-0013,0.0011689093,0.0009407992,0.0003098006,0.0001090676,0.0010575566,0.2223106026,0.0005383968,0.0019392819,0.0003687671,0.000420509,0.0003096921,0.0007843093,0.0006877444,0.1042500442,0.0004290676,0.0005801423,0.0004293497,0.0004754832,0.0770611283,0.1337835275,0.0299129897,0.3278493152,0.0304097337,0.0008313155,0.0004716276,0.0005070365,0.00102093,0.001259314,0.0004733,0.0593102586
HM2111-0014,0.0030631469,0.0024653803,0.0008118378,0.0002858135,0.002771345,0.0038126278,0.0014108779,0.0822494027,0.0395501012,0.0396856917,0.0008115534,0.002055296,0.001802246,0.0031028398,0.0011243789,0.0015202729,0.0011251181,0.0012460119,0.009021302,0.0033283568,0.0398037606,0.4732973323,0.1182729679,0.0021784765,0.0012359081,0.0013286978,0.1570103268,0.0033000539,0.0012402908,0.0010885847
HM2111-0015,0.0034641235,0.0027881071,0.0009181102,0.0003232275,0.0031341237,0.0479461996,0.0015955667,0.0057471626,0.0010928605,0.0012462003,0.0009177886,0.0023243414,0.0020381662,0.1780469547,0.001271564,0.0017192819,0.0012724,0.0014091192,0.0102022216,0.2655709639,0.0013797248,0.447984618,0.0028518514,0.0024636465,0.0013976927,0.0015026289,0.0030255789,0.0037320424,0.0014026491,0.0012310842
HM2111-0016,0.3742213467,0.003377632,0.0011122379,0.0003915716,0.0037968113,0.0052233945,0.0019329377,0.0069623582,0.0013239379,0.0015097002,0.0011118483,0.0028158064,0.0024691216,0.0042509673,0.001540427,0.0020828115,0.0015414397,0.0017070672,0.2766628068,0.0045599312,0.0016714576,0.0141009046,0.0034548546,0.0029845667,0.0016932247,0.0018203488,0.0036653155,0.2688245553,0.0016992291,0.0014913879
HM2111-0017,0.4155131706,0.0013915535,0.0004582318,0.0001613239,0.0015642515,0.0021519908,0.0007963526,0.0028684279,0.0005454503,0.0006219827,0.0004580713,0.0011600865,0.0010172555,0.0017513596,0.0006346418,0.0008580993,0.0006350591,0.0224814127,0.1575387787,0.0018786499,0.0006886252,0.201812493,0.0885358348,0.0665639639,0.0006975931,0.0007499671,0.0015100765,0.0018626747,0.0007000668,0.0223925548
HM2111-0018,0.1447205487,0.0013062129,0.0004301296,0.0001514303,0.0014683198,0.1655601581,0.2051726939,0.0026925142,0.0005119992,0.000583838,0.0617575328,0.0215314592,0.0009548697,0.001643953,0.0005957208,0.0008054742,0.0005961124,0.0006601647,0.004779685,0.0222059549,0.0006463935,0.2712058983,0.0217785947,0.0011542049,0.0006548114,0.0620315273,0.0014174672,0.0017484414,0.0006571335,0.0005767562
HM2111-0019,0.002210322,0.0017789824,0.0005858103,0.0002062389,0.0576826877,0.1141169877,0.0010180689,0.0036670402,0.0006973116,0.0564780774,0.0005856051,0.0014830715,0.0013004743,0.0022389638,0.0008113354,0.0010970067,0.0008118688,0.000899104,0.1178754908,0.0024016936,0.0008803486,0.5364146712,0.0018196551,0.0015719567,0.0008918132,0.0009587689,0.0019305038,0.0023812706,0.0008949757,0.0843098952
HM2111-0020,0.3271981993,0.0017307945,0.0005699422,0.0002006524,0.0019455939,0.2464624273,0.0009904921,0.0306550223,0.0006784233,0.0007736132,0.0005697426,0.0014428991,0.001265248,0.0292656287,0.0007893585,0.0010672917,0.0007898774,0.0008747497,0.0063333109,0.0023366381,0.0008565023,0.2510115154,0.0017703655,0.0015293767,0.0008676564,0.0551074232,0.0018782117,0.0023167684,0.0279580456,0.0007642295
HM2111-0021,0.0020937366,0.0016851484,0.0005549112,0.0001953606,0.0018942828,0.2663354287,0.0009643699,0.0034736189,0.0006605313,0.0007532108,0.0005547168,0.0014048456,0.0012318797,0.0021208677,0.2381250038,0.0010391441,0.0007690461,0.00085168,0.0061662829,0.0022750141,0.0008339138,0.0597810213,0.1335883775,0.0806078635,0.0008447737,0.0009081978,0.1864392601,0.0022556684,0.0008477694,0.0007440745
HM2111-0022,0.0013948147,0.0011226196,0.0003696732,0.0001301462,0.0188311833,0.0017360935,0.0709194148,0.0725910374,0.0004400357,0.0005017773,0.0003695437,0.0185051279,0.000820659,0.3703669638,0.0005119899,0.0006922616,0.0005123265,0.0005673759,0.2676465064,0.0015155789,0.0005555404,0.004686701,0.0011482859,0.0009919769,0.0005627751,0.0006050272,0.0012182366,0.0015026911,0.0005647708,0.1586188658
HM2111-0023,0.0020399375,0.001641848,0.2317981748,0.0001903408,0.0018456087,0.0025390628,0.0009395902,0.0033843633,0.0006435588,0.0007338568,0.0005404632,0.0013687477,0.0012002262,0.1305427726,0.0007487929,0.001012443,0.0007492852,0.0008297958,0.0060078385,0.002216557,0.0008124862,0.0582449312,0.0787652262,0.0014507811,0.1806900287,0.0522754219,0.0017816893,0.0021977084,0.0522165462,0.180591917
HM2111-0024,0.1057925564,0.0009548582,0.0003144302,0.0001106975,0.180398239,0.0014766562,0.0005464424,0.0169120019,0.0003742779,0.000426793,0.0003143201,0.0007960298,0.0006980219,0.0609767101,0.0004354795,0.0005888118,0.0004357658,0.0004825887,0.0034940104,0.1208390138,0.0004725219,0.1085925118,0.1205266082,0.0008437384,0.0004786754,0.0005146135,0.2251922847,0.0012781329,0.0453115925,0.0004216161
HM2111-0025,0.1688880239,0.0492369378,0.0005019587,0.0001767183,0.0494261155,0.0023573449,0.0008723448,0.0031421482,0.0005975,0.0006813355,0.0005017829,0.001270788,0.0011143273,0.1450562684,0.0006952026,0.1440777685,0.0006956597,0.0007704082,0.2679971366,0.0020579205,0.0007543374,0.054076406,0.0015591937,0.0013469503,0.000764161,0.0008215328,0.0970793658,0.0020404208,0.0007668709,0.0006730711
