Document identifier,topic-00,topic-01,topic-02,topic-03,topic-04,topic-05,topic-06,topic-07,topic-08,topic-09,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29
HM2111-0026,0.0018498118,0.0014888249,0.0004902628,0.0001726007,0.0016735948,0.3518089484,0.0008520187,0.0496698055,0.000583578,0.0006654601,0.0004900911,0.001241178,0.001088363,0.0484746527,0.0006790041,0.0009180816,0.0006794505,0.0007524574,0.3083535574,0.00200997,0.000736761,0.2159194498,0.0015228638,0.0013155658,0.0007463558,0.0008023908,0.0016156328,0.0019928781,0.0007490024,0.0006573882
HM2111-0027,0.0017289555,0.0231696701,0.0004582318,0.0001613239,0.1975673008,0.1763769234,0.0007963526,0.0246465445,0.1965484995,0.0006219827,0.0004580713,0.0011600865,0.0010172555,0.088863826,0.0006346418,0.0008580993,0.0006350591,0.0007032961,0.0050919627,0.0889911163,0.0006886252,0.1800343764,0.0014233685,0.0012296142,0.0006975931,0.0007499671,0.0015100765,0.0018626747,0.0007000668,0.0006144382
HM2111-0028,0.0015904109,0.0012800456,0.0404874991,0.0001483967,0.001438905,0.1221775063,0.0007325393,0.0427045614,0.0005017423,0.0807041145,0.0004213652,0.0010671265,0.0009357408,0.0216440129,0.0005837867,0.0007893381,0.0005841705,0.0006469396,0.1048488994,0.0217611032,0.0006334443,0.3258718118,0.0814412837,0.0011310828,0.0006416936,0.0006898707,0.0013890711,0.1419443669,0.0006439691,0.000565202
HM2111-0029,0.0031860777,0.0025643214,0.0008444186,0.0002972839,0.0028825652,0.1644943995,0.0014674995,0.0052858701,0.0010051427,0.2820715092,0.0008441229,0.0021377795,0.0018745741,0.0032273635,0.0011695027,0.1621100473,0.0011702716,0.0012960171,0.1699121091,0.003461931,0.001268982,0.171234266,0.0026229493,0.0022659035,0.0012855078,0.0013820213,0.0027827327,0.0034324923,0.0012900664,0.0011322719
HM2111-0030,0.0017289555,0.0013915535,0.0004582318,0.0001613239,0.0015642515,0.0021519908,0.0007963526,0.0028684279,0.0005454503,0.0441782158,0.0004580713,0.1536069026,0.0445734887,0.0017513596,0.1966376911,0.0008580993,0.0006350591,0.0007032961,0.0050919627,0.0454348831,0.0878010916,0.3324811924,0.0014233685,0.0665639639,0.0006975931,0.0007499671,0.0015100765,0.0018626747,0.0007000668,0.0006144382
HM2111-0031,0.0018076918,0.0014549245,0.0004790996,0.0001686706,0.0471752614,0.0477897661,0.0008326184,0.0029990555,0.00057029,0.0006503076,0.0004789318,0.0012129166,0.0010635811,0.0018311162,0.0006635433,0.023667064,0.0006639795,0.000735324,0.2102528333,0.1158136387,0.0007199851,0.4614717463,0.0014881884,0.0012856105,0.0007293613,0.0007841204,0.001578845,0.0019475005,0.069041609,0.0006424196
HM2111-0032,0.0030631469,0.0024653803,0.0008118378,0.0002858135,0.0799388262,0.0038126278,0.0014108779,0.0050819215,0.0009663606,0.7341930225,0.0008115534,0.002055296,0.001802246,0.0031028398,0.0011243789,0.0015202729,0.0011251181,0.0012460119,0.009021302,0.0033283568,0.00122002,0.0488761857,0.0025217461,0.0021784765,0.0012359081,0.0013286978,0.0026753644,0.0033000539,0.0012402908,0.0782560659
HM2111-0033,0.0024873251,0.0020019289,0.0006592255,0.0002320852,0.0022503772,0.0030959158,0.0011456558,0.0041266028,0.0007847005,0.188878549,0.0006589946,0.0016689338,0.001463453,0.0025195563,0.1262355119,0.0012344863,0.0009136142,0.001011782,0.2579704396,0.0027026798,0.000990676,0.0083576327,0.0020476988,0.0017689583,0.0010035775,0.0010789242,0.2214868107,0.1593328198,0.0010071363,0.0008839484
HM2111-0034,0.0024117631,0.0019411126,0.000639199,0.0002250348,0.0021820134,0.0030018654,0.0011108521,0.034380078,0.0007608622,0.0008676191,0.0006389751,0.0016182335,0.001418995,0.0024430151,0.0008852777,0.2138488399,0.0008858597,0.0009810452,0.0071029054,0.1848935949,0.0009605805,0.1296190838,0.0019854921,0.0017152194,0.0009730899,0.0010461477,0.3970313184,0.0025982913,0.0009765407,0.0008570951
HM2111-0035,0.0021504503,0.0017307945,0.0005699422,0.0002006524,0.2186440931,0.2193751149,0.0009904921,0.0035677099,0.0006784233,0.1903848001,0.0005697426,0.0014428991,0.001265248,0.0021783163,0.0007893585,0.0010672917,0.0007898774,0.0008747497,0.0334206233,0.0294239506,0.0008565023,0.0072257037,0.0017703655,0.0015293767,0.0008676564,0.0009327984,0.2727513358,0.0023167684,0.0008707332,0.0007642295
HM2111-0036,0.0019888339,0.0016007171,0.0005271084,0.0001855724,0.1521088116,0.0024754553,0.000916052,0.128557445,0.0006274366,0.0007154725,0.0005269238,0.0013344584,0.0011701586,0.0020146055,0.0007300345,0.0009870797,0.0007305144,0.0008090081,0.0559604788,0.0021610288,0.1009984243,0.3824562537,0.0016373142,0.0014144368,0.0008024479,0.0008626942,0.0017370552,0.1524520906,0.0008052935,0.000706794
HM2111-0037,0.0024117631,0.0019411126,0.000639199,0.0002250348,0.0021820134,0.0030018654,0.0011108521,0.0951377511,0.0007608622,0.0008676191,0.0006389751,0.0016182335,0.001418995,0.0024430151,0.0008852777,0.0011969841,0.0008858597,0.0009810452,0.0071029054,0.0026205755,0.0009605805,0.4941651224,0.0019854921,0.0017152194,0.0009730899,0.0010461477,0.0021064432,0.1241136375,0.2136283965,0.0312359317
HM2111-0038,0.0039858903,0.0032080522,0.001056396,0.0003719121,0.0036061859,0.004961145,0.0018358912,0.0066128011,0.0012574673,0.0014339031,0.0010560261,0.002674434,0.0023451551,0.0040375402,0.0014630872,0.0019782404,0.0014640491,0.001621361,0.0117388818,0.004330992,0.0015875392,0.1640131005,0.0032813977,0.0028347214,0.0016082134,0.0017289551,0.003481292,0.0042941632,0.0016139164,0.7545172901
HM2111-0039,0.0026536032,0.0021357581,0.0007032948,0.0002476002,0.0024008153,0.0033028782,0.0012222431,0.0044024669,0.0008371578,0.0009546198,0.0007030485,0.0017805023,0.0015612851,0.0026879891,0.0009740491,0.0013170119,0.0009746895,0.0010794197,0.007815151,0.0028833544,0.0010569029,0.1091915874,0.0021845878,0.1690126227,0.0010706668,0.0011510504,0.3365684858,0.0697089993,0.0010744635,0.2683436953
HM2111-0040,0.0292377628,0.0017307945,0.0005699422,0.0002006524,0.0019455939,0.0839385528,0.0009904921,0.0035677099,0.0006784233,0.0007736132,0.0005697426,0.0014428991,0.001265248,0.0021783163,0.0007893585,0.0010672917,0.0007898774,0.0008747497,0.0063333109,0.0023366381,0.0008565023,0.0343130161,0.0017703655,0.0015293767,0.0008676564,0.0009327984,0.4623625226,0.1919279553,0.0008707332,0.163288104
HM2111-0041,0.0019402281,0.0015615967,0.0005142262,0.0001810372,0.0017553978,0.0024149568,0.0008936643,0.0032189402,0.0006121025,0.0006979869,0.0005140461,0.0013018452,0.0011415607,0.0019653699,0.0007121929,0.0009629562,0.0007126611,0.0007892365,0.0057141834,0.0021082147,0.0007727729,0.2509126323,0.0015972993,0.0502585277,0.0007828366,0.2207955752,0.3682845438,0.0754082756,0.0007856127,0.0006895205
HM2111-0042,0.0024873251,0.0020019289,0.0006592255,0.0002320852,0.0022503772,0.0030959158,0.0011456558,0.0041266028,0.0947765739,0.0008948022,0.0006589946,0.0016689338,0.001463453,0.0651808053,0.1262355119,0.0012344863,0.0009136142,0.001011782,0.0073254438,0.0027026798,0.000990676,0.0710188817,0.0020476988,0.0957608317,0.0010035775,0.0010789242,0.503462431,0.0026796974,0.0010071363,0.0008839484
HM2111-0043,0.002210322,0.0017789824,0.0005858103,0.0002062389,0.001999762,0.0027511365,0.0010180689,0.0036670402,0.0006973116,0.0843195402,0.0005856051,0.0014830715,0.0013004743,0.0022389638,0.0008113354,0.0010970067,0.0008118688,0.000899104,0.0065096395,0.0024016936,0.0008803486,0.0074268778,0.0575025807,0.2243036592,0.0008918132,0.3907392482,0.1689792807,0.0302227334,0.0008949757,0.0007855068
HM2111-0044,0.0019402281,0.0015615967,0.0005142262,0.0001810372,0.0017553978,0.0024149568,0.0008936643,0.0032189402,0.269444726,0.0006979869,0.0005140461,0.0013018452,0.0011415607,0.0019653699,0.0007121929,0.0009629562,0.0007126611,0.0007892365,0.0301535128,0.0021082147,0.0007727729,0.0065193383,0.0015972993,0.0013798689,0.0007828366,0.0008416105,0.4660418615,0.0754082756,0.1229822597,0.0006895205
HM2111-0045,0.002273623,0.0018299303,0.0292413963,0.0002121453,0.0020570328,0.0028299257,0.0010472252,0.0037720599,0.0007172818,0.000817924,0.0006023761,0.0301643541,0.0013377184,0.0309418942,0.0008345711,0.0011284237,0.0008351197,0.0009248533,0.035334877,0.0024704752,0.0009055607,0.0076395748,0.0018717679,0.0302557849,0.0009173537,0.0869026543,0.3742903101,0.317476368,0.0295594159,0.0008080027
HM2111-0046,0.0016921047,0.001361894,0.0004484651,0.0001578855,0.0654727286,0.0021061234,0.0007793792,0.0028072904,0.0218477637,0.0006087258,0.000448308,0.0011353605,0.0009955738,0.0017140313,0.0006211151,0.0434676881,0.0006215234,0.0006883061,0.1328670677,0.0018386085,0.0006739479,0.0056856216,0.0013930309,0.0012034062,0.0006827246,0.0007339823,0.3851287951,0.3215320608,0.0006851457,0.0006013421
HM2111-0047,0.0026536032,0.4032367403,0.0007032948,0.0002476002,0.0024008153,0.0033028782,0.0012222431,0.0044024669,0.0008371578,0.0009546198,0.0007030485,0.0017805023,0.0015612851,0.0026879891,0.0009740491,0.0013170119,0.0009746895,0.0010794197,0.007815151,0.0028833544,0.0010569029,0.0089163418,0.0021845878,0.2024377045,0.0010706668,0.0011510504,0.3365684858,0.0028588356,0.0010744635,0.0009430405
HM2111-0048,0.0020399375,0.001641848,0.0005406526,0.0001903408,0.0018456087,0.0025390628,0.0009395902,0.0547749238,0.026338839,0.0007338568,0.0005404632,0.0013687477,0.0012002262,0.0020663714,0.0007487929,0.001012443,0.0007492852,0.0008297958,0.1087889595,0.002216557,0.0265077664,0.0068543707,0.0016793855,0.0014507811,0.000823067,0.0008848614,0.6441636954,0.1049788293,0.0008259857,0.0007249553
HM2111-0049,0.0277352177,0.001641848,0.0005406526,0.0001903408,0.0018456087,0.0025390628,0.0009395902,0.0033843633,0.0006435588,0.0007338568,0.0005404632,0.1812357094,0.0012002262,0.0020663714,0.0264440732,0.001012443,0.0007492852,0.1550014773,0.0060078385,0.002216557,0.0008124862,0.3665882941,0.0016793855,0.0014507811,0.000823067,0.0008848614,0.181648651,0.0021977084,0.026521266,0.0007249553
HM2111-0050,0.0019402281,0.0015615967,0.0005142262,0.0001810372,0.2461486919,0.0268542862,0.0008936643,0.0032189402,0.0006121025,0.0006979869,0.0005140461,0.0013018452,0.0011415607,0.0019653699,0.0007121929,0.0009629562,0.0007126611,0.0007892365,0.0057141834,0.0021082147,0.0007727729,0.1287159853,0.0015972993,0.0013798689,0.0007828366,0.0008416105,0.3927238732,0.0020902873,0.0007856127,0.1717648263
HM2111-0051,0.0613070008,0.0018838824,0.0006203534,0.0002184,0.0021176807,0.032396533,0.0010781007,0.0923327884,0.0007384296,0.2367074157,0.0006201361,0.0015705228,0.0013771586,0.1497868477,0.0008591769,0.0011616932,0.0008597417,0.0009521209,0.0068934892,0.0025433127,0.0009322595,0.0078648137,0.0314101256,0.0016646493,0.0009444002,0.001015304,0.0020443386,0.0025216854,0.0304309212,0.3251467182
HM2111-0052,0.0017289555,0.0013915535,0.0657925816,0.0001613239,0.0015642515,0.0892644571,0.0007963526,0.0246465445,0.0005454503,0.0006219827,0.0004580713,0.0011600865,0.0010172555,0.2195325255,0.0006346418,0.0008580993,0.0006350591,0.0224814127,0.0050919627,0.0672129997,0.0006886252,0.09292191,0.0014233685,0.0012296142,0.0006975931,0.0007499671,0.0015100765,0.0018626747,0.0224781834,0.3708424201
HM2111-0053,0.002273623,0.0018299303,0.0006025872,0.0002121453,0.0020570328,0.0028299257,0.0010472252,0.0037720599,0.0007172818,0.0294567331,0.0006023761,0.0015255449,0.0013377184,0.002303085,0.0008345711,0.0011284237,0.1440291655,0.0009248533,0.035334877,0.0024704752,0.0009055607,0.2940276663,0.0018717679,0.0016169757,0.0009173537,0.2014578909,0.0879022186,0.0024494674,0.0009206067,0.1726408576
HM2111-0054,0.0270404069,0.0016007171,0.0005271084,0.0001855724,0.0017993733,0.0024754553,0.000916052,0.0032995797,0.201040021,0.0007154725,0.0005269238,0.0013344584,0.0011701586,0.0020146055,0.0007300345,0.0761417989,0.0007305144,0.0008090081,0.0058573327,0.0021610288,0.0007921321,0.1319405232,0.0016373142,0.0014144368,0.0008024479,0.1010689864,0.0017370552,0.0021426523,0.0008052935,0.4265835359
HM2111-0055,0.0021504503,0.0017307945,0.0005699422,0.0002006524,0.0019455939,0.0026766156,0.0551651169,0.0035677099,0.0006784233,0.0007736132,0.0005697426,0.0014428991,0.001265248,0.0563529411,0.0007893585,0.0010672917,0.0007898774,0.0008747497,0.1146825605,0.0023366381,0.0008565023,0.1968368905,0.0017703655,0.0015293767,0.0008676564,0.0280201108,0.0018782117,0.0023167684,0.0008707332,0.5154231653
HM2111-0056,0.0030631469,0.0024653803,0.0008118378,0.0002858135,0.002771345,0.0038126278,0.0014108779,0.0050819215,0.0009663606,0.001101951,0.0008115534,0.002055296,0.001802246,0.0031028398,0.0011243789,0.0015202729,0.0011251181,0.0012460119,0.009021302,0.0419120974,0.00122002,0.2803786293,0.0796892273,0.0021784765,0.0012359081,0.0013286978,0.0026753644,0.0033000539,0.0012402908,0.5412609531
HM2111-0057,0.0028437054,0.0022887623,0.0007536783,0.0002653381,0.0025728079,0.003539494,0.0013098037,0.2912748962,0.0008971312,0.0010230081,0.0007534144,0.0019080561,0.0016731344,0.0028805546,0.0010438293,0.0014113617,0.0010445155,0.0011567486,0.0083750226,0.0030899158,0.0011326186,0.6184888116,0.0023410901,0.037842042,0.0011473686,0.0012335108,0.0024837033,0.0030636405,0.0011514373,0.0010105993
HM2111-0058,0.0100269082,0.0080701783,0.0026574706,0.0009355823,0.0090717235,0.0124802596,0.0046183692,0.0166351667,0.0031632856,0.0036071276,0.0026565398,0.0067278079,0.0058994737,0.0101568387,0.0036805431,0.0049764628,0.0036829628,0.0040786967,0.0295303387,0.0108950463,0.0039936146,0.4125914617,0.1345547401,0.0071310269,0.0040456228,0.0043493606,0.0087575405,0.0108023996,0.0040599691,0.256163482
HM2111-0059,0.003319288,0.002671536,0.0008797239,0.0003097133,0.0030030856,0.0041314407,0.0015288559,0.005506873,0.0010471679,0.0011940965,0.0008794157,0.0022271604,0.0019529502,0.0033623,0.0012183998,0.0016473985,0.0012192008,0.0013502038,0.2188262777,0.0454167972,0.0013220383,0.6801150609,0.0027326151,0.0023606412,0.001339255,0.0014398038,0.0028990791,0.0035760052,0.0013440042,0.0011796124
HM2111-0060,0.0018498118,0.0014888249,0.0004902628,0.0001726007,0.0016735948,0.0023024177,0.0008520187,0.0030689348,0.000583578,0.0006654601,0.0004900911,0.001241178,0.001088363,0.0251742173,0.0006790041,0.0009180816,0.0006794505,0.0007524574,0.0054478975,0.1418125823,0.000736761,0.7052285927,0.0947246053,0.0013155658,0.0007463558,0.0008023908,0.0016156328,0.0019928781,0.0007490024,0.0006573882
HM2111-0061,0.002273623,0.0018299303,0.0006025872,0.0002121453,0.0020570328,0.0028299257,0.0010472252,0.1183272965,0.0007172818,0.000817924,0.0006023761,0.0015255449,0.0013377184,0.002303085,0.0008345711,0.0011284237,0.0008351197,0.0009248533,0.0066960679,0.0024704752,0.0009055607,0.7522486127,0.0018717679,0.0016169757,0.0295561628,0.0009862269,0.0592634095,0.0024494674,0.0009206067,0.0008080027
HM2111-0062,0.0031860777,0.0025643214,0.0008444186,0.0002972839,0.0028825652,0.0039656369,0.1619962621,0.4066077764,0.0010051427,0.0011461748,0.0008441229,0.0021377795,0.0018745741,0.0032273635,0.0011695027,0.0015812848,0.0011702716,0.0012960171,0.1699121091,0.003461931,0.0414011727,0.171234266,0.0026229493,0.0022659035,0.0012855078,0.0013820213,0.0027827327,0.0034324923,0.0012900664,0.0011322719
HM2111-0063,0.0020937366,0.0016851484,0.0005549112,0.0001953606,0.0018942828,0.0026060254,0.0009643699,0.2408300819,0.0006605313,0.0007532108,0.0005547168,0.0014048456,0.0012318797,0.0021208677,0.0007685408,0.0010391441,0.0007690461,0.00085168,0.2171498056,0.0022750141,0.0008339138,0.508121007,0.0017236758,0.0014890425,0.0008447737,0.0009081978,0.0018286777,0.0022556684,0.0008477694,0.0007440745
HM2111-0064,0.0049875179,0.0040142143,0.0013218613,0.0004653711,0.0045123963,0.0062078477,0.0022972385,0.3223912143,0.0015734604,0.0017942334,0.0013213984,0.0033465014,0.002934477,0.0050521471,0.0018307512,0.002475359,0.127478619,0.0020287982,0.0146887845,0.0054193414,0.3161031376,0.1424051663,0.004105991,0.0035470679,0.0020123467,0.00216343,0.0043561175,0.0053732577,0.0020194828,0.0017724698
HM2111-0065,0.0030631469,0.0024653803,0.0008118378,0.0002858135,0.002771345,0.2353150714,0.0014108779,0.0050819215,0.0395501012,0.001101951,0.0008115534,0.002055296,0.001802246,0.0031028398,0.0782918601,0.0015202729,0.0011251181,0.0012460119,0.009021302,0.1962470598,0.00122002,0.3575461105,0.0411054867,0.0021784765,0.0012359081,0.0013286978,0.0026753644,0.0033000539,0.0012402908,0.0010885847
HM2111-0066,0.002210322,0.0017789824,0.0005858103,0.0002062389,0.001999762,0.2811657646,0.0010180689,0.0036670402,0.0006973116,0.0007951518,0.0005856051,0.0014830715,0.0013004743,0.0300804266,0.0008113354,0.0010970067,0.0008118688,0.000899104,0.5076559701,0.1416090076,0.0008803486,0.0074268778,0.0018196551,0.0015719567,0.0008918132,0.0009587689,0.0019305038,0.0023812706,0.0008949757,0.0007855068
HM2111-0067,0.0202645767,0.0163099874,0.0053707998,0.0018908301,0.0183341299,0.0252228478,0.0093338141,0.0336199958,0.0063930617,0.0072900752,0.0053689187,0.0135970309,0.0119229513,0.0205271688,0.0074384492,0.0100575283,0.2626982082,0.0082431255,0.3149362583,0.0220191008,0.0080711728,0.0680907731,0.0166828814,0.0144119443,0.0081762824,0.0087901424,0.01769916,0.0218318601,0.0082052766,0.0072016484
HM2111-0068,0.1064882264,0.0022096147,0.0007276154,0.0002561624,0.0024838378,0.0034170949,0.0704264155,0.0045547084,0.0008661075,0.0009876315,0.0007273606,0.0018420737,0.0016152758,0.0027809423,0.0010077326,0.0013625555,0.0010083952,0.0011167471,0.0080854063,0.3487925939,0.1048363107,0.3204532548,0.002260133,0.0019524751,0.0011076915,0.0011908549,0.0023978145,0.0029576969,0.0011116195,0.0009756518
HM2111-0069,0.0025677751,0.0020666792,0.0006805475,0.0002395918,0.0023231634,0.00319605,0.0011827109,0.0042600736,0.0008100808,0.0009237436,0.0006803091,0.0017229137,0.0015107869,0.0026010488,0.0009425445,0.0012744145,0.0009431641,0.001044507,0.0399063595,0.5202938011,0.0010227185,0.3967557312,0.0021139296,0.0018261734,0.0010360372,0.0011138209,0.0022427047,0.0027663695,0.0010397111,0.0009125388
HM2111-0070,0.0134157207,0.0107976711,0.0035556208,0.0012517828,0.0121377105,0.0166982358,0.0061792479,0.0222573843,0.004232387,0.0048262352,0.0035543755,0.0090016175,0.0078933297,0.013589564,0.004924463,0.0066583671,0.0049277005,0.0054571813,0.5464685035,0.0145772651,0.0053433438,0.04507801,0.0110445375,0.0095411131,0.0054129293,0.174805236,0.0117173425,0.0144533064,0.0054321243,0.0047676941
HM2111-0071,0.0034641235,0.0027881071,0.0009181102,0.0003232275,0.0467686093,0.004311714,0.0015955667,0.0930161338,0.0010928605,0.1321496571,0.0009177886,0.0023243414,0.0020381662,0.0035090122,0.001271564,0.0017192819,0.2630793137,0.0014091192,0.315643621,0.0037640502,0.0450142104,0.0552742474,0.0028518514,0.0024636465,0.0013976927,0.0015026289,0.0030255789,0.0037320424,0.0014026491,0.0012310842
HM2111-0072,0.0080048757,0.0064427411,0.0021215634,0.0007469122,0.0072423142,0.0099634828,0.003687026,0.0132805087,0.0025253755,0.0028797121,0.4054420501,0.0053710741,0.3072007045,0.0081086044,0.0029383225,0.1048032137,0.0029402542,0.0032561842,0.0235752324,0.0086979446,0.0031882598,0.0268970916,0.0065900411,0.0056929797,0.00322978,0.0034722659,0.0069914895,0.0086239811,0.0032412332,0.0028447819
HM2111-0073,0.0161437946,0.0129933672,0.0042786528,0.0015063316,0.0146059023,0.020093806,0.007435792,0.026783402,0.0050930388,0.0058076454,0.0042771543,0.0108320877,0.0094984306,0.0163529888,0.0059258478,0.0080123396,0.0059297436,0.0065668939,0.0475452365,0.0175415379,0.0064299076,0.6642916909,0.0132904336,0.0114812893,0.0065136432,0.0070026754,0.0141000528,0.0173923723,0.0065367415,0.0057372001
HM2111-0074,0.0272100828,0.0219000927,0.0072115944,0.0025388955,0.0246179923,0.0338677579,0.012532897,0.0451429548,0.0085842276,0.0097886846,0.0072090686,0.0182572941,0.0160094384,0.027562676,0.0099879126,0.013504658,0.0099944789,0.0110683845,0.4228779015,0.0295659547,0.0108374965,0.091428289,0.0224007929,0.0193515119,0.0109786316,0.0118028867,0.023765392,0.0293145388,0.0110175632,0.0096699503
HM2111-0075,0.0011038956,0.0008884727,0.0002925698,0.0001030014,0.0566179038,0.0013739932,0.0005084516,0.0713553803,0.0003482566,0.0003971206,0.0002924673,0.0007406867,0.4177932501,0.0011182001,0.0004052032,0.0005478753,0.0004054696,0.1673065403,0.1005846364,0.1680569748,0.0004396703,0.003709187,0.0009087858,0.0007850784,0.000445396,0.0004788355,0.0009641467,0.001189272,0.0004469755,0.0003923037
